loc,long,lat,region,date,type,descr,deaths,death_stat,source
Tresnja,20.5682,44.606,Serbia,3/27/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Tresnja,20.5682,44.606,Serbia,5/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Trstenik,20.99765277,43.62274257,Serbia,4/30/1999,infrastructure,bridge,2,civilian,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, HRW"
Trstenik,20.99765277,43.62274257,Serbia,5/1/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Trstenik,20.99844038,43.61850478,Serbia,5/12/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Trupalske sume,21.80292894,43.35690724,Serbia,5/17/1999,infrastructure,bridge,0,,http://www.prviprvinaskali.com/clanci/dren/ekologija/hronologija-nato-bombardovanja-srj.html
Tucep,20.5764,42.7353,Kosovo,5/27/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Turekovac,21.88098417,42.98436741,Serbia,4/11/1999,military units,,0,,Bela Knjiga
Tuzi,19.2779,42.3734,Montenegro,4/16/1999,military units,,0,,FHP
Tuzi,19.2779,42.3734,Montenegro,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Tuzi,19.2779,42.3734,Montenegro,4/28/1999,military units,,1,civilian,FHP
Ugrinovci,20.18552552,44.87643854,Belgrade,4/29/1999,military units,,1,military,FHP
Ulcinj,19.2026,41.9287,Montenegro,3/24/1999,military units,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Urosevac,21.12707574,42.37554698,Kosovo,3/25/1999,military units,police,3,police,FHP
Urosevac,21.12707574,42.37554698,Kosovo,3/30/1999,military facility,military,1,military,FHP
Urosevac,21.12707574,42.37554698,Kosovo,4/12/1999,industry,factory,0,,Bela Knjiga
Urosevac,21.12707574,42.37554698,Kosovo,5/5/1999,military facility,civilian,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Urosevac,21.12707574,42.37554698,Kosovo,5/9/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Urosevac,21.12707574,42.37554698,Kosovo,5/13/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Urosevac,21.12707574,42.37554698,Kosovo,5/15/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Urosevac,21.12707574,42.37554698,Kosovo,5/21/1999,military facility,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Urosevac,21.12707574,42.37554698,Kosovo,5/23/1999,military facility,baracks,1,civilian,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Urosevac,21.12707574,42.37554698,Kosovo,6/9/1999,military facility,baracks,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Usce, Kraljevo",20.61374779,43.46712627,Serbia,5/29/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Usice,19.83891251,43.85638771,Serbia,4/13/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Usice,19.83891251,43.85638771,Serbia,4/18/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Usice,19.83891251,43.85638771,Serbia,4/23/1999,communications,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Usice,19.83891251,43.85638771,Serbia,5/4/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Usice,19.83891251,43.85638771,Serbia,5/8/1999,civilian,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Usice,19.83891251,43.85638771,Serbia,5/13/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Usice,19.83891251,43.85638771,Serbia,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Usice,19.83891251,43.85638771,Serbia,5/21/1999,military units,,0,,http://www.nin.co.rs/arhiva/2526/7.html
Valjevo,19.90498102,44.27789013,Serbia,4/6/1999,military units,,2,military,FHP
Valjevo,19.90498102,44.27789013,Serbia,4/14/1999,industry,factory,0,,Bela Knjiga
Valjevo,19.8653,44.2707,Serbia,4/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.90498102,44.27789013,Serbia,4/17/1999,industry,factory,0,,"Bela Knjiga, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
Valjevo,19.90498102,44.27789013,Serbia,4/20/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.90498102,44.27789013,Serbia,4/21/1999,industry,factory,1,civilian,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Valjevo,19.90498102,44.27789013,Serbia,4/22/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Valjevo,19.90498102,44.27789013,Serbia,4/23/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Valjevo,19.90498102,44.27789013,Serbia,4/30/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.90498102,44.27789013,Serbia,5/3/1999,military units,,0,,http://www.vreme.com/arhiva_html/vb9/1.html
Valjevo,19.90498102,44.27789013,Serbia,5/4/1999,military units,,1,military,FHP
Valjevo,19.90498102,44.27789013,Serbia,5/8/1999,industry,police/factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.89583999,44.26663603,Serbia,5/11/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.90498102,44.27789013,Serbia,5/18/1999,industry,factory,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.90498102,44.27789013,Serbia,5/28/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Valjevo,19.90498102,44.27789013,Serbia,5/29/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Varvarin,21.37384949,43.72444059,Serbia,5/30/1999,infrastructure,bridge,10,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vatin,21.253236,45.23260932,Serbia,5/6/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Grabovnica,22.01119125,42.92539827,Serbia,5/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Jablanica,20.3170573,42.75926624,Kosovo,5/3/1999,military units,,5,civilian,FHP
Velika Mostanica,20.34989125,44.66364602,Belgrade,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Plana,21.07915523,44.3391446,Serbia,5/10/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Plana,21.07915523,44.3391446,Serbia,5/17/1999,infrastructure,bridge,0,,http://www.nin.co.rs/arhiva/2525/5.html
Velika Plana,21.07147331,44.33210965,Serbia,5/21/1999,military units,,0,,http://www.nin.co.rs/arhiva/2526/7.html
Velika Plana,21.07915523,44.3391446,Serbia,5/26/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Plana,21.07915523,44.3391446,Serbia,6/3/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Plana,21.07420452,44.33950618,Serbia,5/10/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika reka,19.23413494,44.26804464,Kosovo,5/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velika Slatina,21.0113,42.6022,Kosovo,4/12/1999,infrastructure,bridge,0,,Bela Knjiga
Veliki Crljeni,20.29694515,44.47961998,Belgrade,5/13/1999,infrastructure,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veliki Crljeni,20.29694515,44.47961998,Belgrade,5/21/1999,industry,plant,0,,http://nointervention.com/archive/Yugoslavia/www.serbia-info.com/news/1999-06/05/12335.html
Veliki Crljeni,20.29694515,44.47961998,Belgrade,5/22/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veliki Jastrebac,21.37395046,43.4284722,Serbia,3/24/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veliki Slankamen,20.2228,45.1349,Vojvodina,4/20/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Veliki sturac,20.5312,44.1317,Serbia,6/7/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Velikince,21.48210855,42.42546689,Kosovo,5/23/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veliko Orasje,21.07523108,44.36415003,Serbia,5/17/1999,infrastructure,bridge,0,,http://nointervention.com/archive/Yugoslavia/www.serbia-info.com/news/1999-06/05/12335.html
Veliko Ribare,21.032,42.5094,Kosovo,5/27/1999,military units,,1,military,FHP
Veliko Selo,20.59754446,44.81124867,Belgrade,6/1/1999,infrastructure,motorway,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veric,20.5471,42.7522,Kosovo,5/27/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veternik,19.75640783,45.24953975,Vojvodina,3/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Veternik,19.75640783,45.24953975,Vojvodina,5/27/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vezirovo brdo,21.43602373,43.91002134,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vidikovac,20.4134,44.7372,Serbia,5/30/1999,civilian,marketplace,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vinoraca,21.2092,43.963,Serbia,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Visibaba, Usice",20.00491529,43.83116742,Serbia,5/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Visoka,19.8598,43.6127,Serbia,4/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Visoka,19.8598,43.6127,Serbia,5/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vitak,20.7138,42.77,Kosovo,5/13/1999,military units,,7,,FHP
Vitanovac,20.80014345,43.72588421,Serbia,4/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vitanovac,20.80014345,43.72588421,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vitanovac,20.80014345,43.72588421,Serbia,5/1/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vitanovac,20.80014345,43.72588421,Kosovo,5/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vitanovac,20.80014345,43.72588421,Serbia,5/3/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vitina,21.35696307,42.32005458,Kosovo,5/29/1999,civilian,cemetary,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vladicin Han,22.05820918,42.70621935,Serbia,5/11/1999,infrastructure,civilian/bridge,2,civilian,FHP
Vladicin Han,22.05820918,42.70621935,Serbia,5/17/1999,military units,,0,,http://www.prviprvinaskali.com/clanci/dren/ekologija/hronologija-nato-bombardovanja-srj.html
Vladicin Han,22.05820918,42.70621935,Serbia,5/28/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Volgina ulica, Zvezdara",20.51268382,44.80346017,Serbia,5/31/1999,civilian,house,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Volujak,20.585,42.5461,Kosovo,4/8/1999,military facility,,1,military,FHP
Volujak,20.585,42.5461,Kosovo,4/14/1999,military units,,7,military,FHP
Vracar,20.4713,44.8004,Serbia,4/30/1999,civilian,,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vranesi,20.80786178,43.67687115,Serbia,5/27/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vranje,21.8974804,42.55515297,Serbia,4/5/1999,civilian,,2,civilian,Bela Knjiga
Vranje,21.8974804,42.55515297,Serbia,4/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vranje,21.8974804,42.55515297,Serbia,4/22/1999,military units,,1,military,FHP
Vranje,21.8974804,42.55515297,Serbia,5/17/1999,various,"factory, bus station",0,,"http://www.prviprvinaskali.com/clanci/dren/ekologija/hronologija-nato-bombardovanja-srj.html, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
Vranje,21.8974804,42.55515297,Serbia,5/30/1999,various,baracks/house,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vranje,21.8974804,42.55515297,Serbia,5/31/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vranje,21.8974804,42.55515297,Serbia,6/9/1999,military units,,0,,"Agresija NATO, 695 (original source: Tanjug)"
Vrba,20.7868978,43.69002766,Serbia,4/17/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Vrba,20.7868978,43.69002766,Serbia,4/21/1999,civilian,farm,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Vrbas,19.61078819,45.58727528,Serbia,5/13/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrbas,19.61078819,45.58727528,Serbia,5/20/1999,communications,radio relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrbas,19.61078819,45.58727528,Serbia,5/23/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrbnica,21.29450716,44.4719219,Kosovo,4/15/1999,military units,,4,military,FHP
Vrbnica,21.29450716,44.4719219,Kosovo,5/31/1999,military units,,1,military,FHP
Vrbovac,20.9281,44.5639,Kosovo,3/29/1999,military units,civilian,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrbovac,20.9281,44.5639,Kosovo,6/1/1999,military units,,1,military,FHP
Vrdila,20.56920343,43.71306413,Serbia,4/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrdnik,19.79201936,45.12173094,Serbia,5/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrelo,20.02537501,44.50280291,Kosovo,5/9/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrnjacka banja,20.8502,43.5944,Serbia,5/12/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrsac,21.29629919,45.12109493,Serbia,4/30/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrsac,21.29629919,45.12109493,Serbia,5/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Vrsac,21.29629919,45.12109493,Serbia,6/5/1999,various,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Vucak, Smederevo",20.9035,44.6156,Serbia,3/24/1999,military facility,,0,,http://www.rtv.rs/sr_lat/drustvo/%C5%A0irom-Srbije-obele%C5%BEena-desetogodi%C5%A1njica-NATO-bombardovanja_118118.html
Vucitrn,20.9675,42.8231,Kosovo,3/29/1999,military units,,1,civilian,FHP
Vukicevica,20.00373659,44.56136311,Serbia,4/5/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zabalj,20.0589,45.3854,Vojvodina,5/20/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Zabucje, Usice",19.84022952,43.84982278,Serbia,5/25/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Zabucje, Usice",19.84022952,43.84982278,Serbia,5/27/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zagradska Ho?a,20.69110275,42.17465282,Kosovo,5/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zagrmlje,20.2839,42.6158,Kosovo,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zajecar,22.25154623,43.89577341,Serbia,4/13/1999,military facility,barracks,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zakuta,20.812199,43.83780649,Serbia,4/25/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zarca,20.6178,43.4681,Serbia,5/1/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zarkovo,20.4091,44.7609,Serbia,3/25/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zdravcici,19.95459035,43.84916365,Serbia,4/28/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Zdravcici,19.95459035,43.84916365,Serbia,4/29/1999,civilian,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Zdravcici,19.95459035,43.84916365,Serbia,5/2/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zdrelo,20.6525,42.4417,Kosovo,5/26/1999,military units,,1,military,FHP
Zemun Polje,20.3126,44.874,Serbia,4/23/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Zezeljev most,19.85920161,45.26239672,Serbia,4/21/1999,infrastructure,bridge,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Zjum,20.6641,42.1129,Kosovo,6/6/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zlatibor,19.6745,43.7035,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zlatibor,19.6745,43.7035,Serbia,5/26/1999,military facility,bunker,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zrenjaninski put,20.4664,44.8757,Belgrade,5/16/1999,civilian,gas station,0,,http://www.nin.co.rs/arhiva/2525/5.html
Zuce,20.55345799,44.69607335,Belgrade,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zuce,20.55345799,44.69607335,Belgrade,3/31/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zuce,20.55345799,44.69607335,Belgrade,5/10/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zuce,20.55345799,44.69607335,Belgrade,5/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zulfaj,20.4067,42.2981,Kosovo,5/5/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zur,20.62001901,42.16313566,Kosovo,5/18/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zvecka,20.16421771,44.64047815,Serbia,5/30/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zvecka,20.16421771,44.64047815,Serbia,5/31/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Zvezdara,20.4969,44.8062,Belgrade,6/8/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
